BridgeID;Year;ConstituencyID;EligibleVoters;TotalVoters
572;2025;52;2009640.0;1639830.0
573;2025;53;2182840.0;1865400.0
574;2025;54;1953360.0;1531370.0
575;2025;55;2064820.0;1714120.0
576;2025;56;1955060.0;1639440.0
577;2025;57;1942140.0;1621100.0
578;2025;58;2129820.0;1743170.0
579;2025;59;1975560.0;1636760.0
580;2025;60;2283380.0;1960600.0
581;2025;61;2299460.0;1878310.0
582;2025;62;2187900.0;1823300.0
583;2025;63;2046630.0;1678950.0
584;2025;64;1962010.0;1614060.0
585;2025;65;1603700.0;1311360.0
586;2025;66;2070940.0;1707400.0
587;2025;67;1762690.0;1454320.0
588;2025;68;1978380.0;1654660.0
589;2025;69;1997990.0;1722090.0
590;2025;70;2235390.0;1900520.0
591;2025;71;1697890.0;1445300.0
592;2025;72;1733290.0;1451220.0
593;2025;73;1882260.0;1579970.0
594;2025;74;1807420.0;1487860.0
595;2025;425;1873450.0;1487570.0
596;2025;426;1983070.0;1647630.0
597;2025;427;1680730.0;1431800.0
598;2025;428;1805280.0;1480030.0
